ID,Titular,Data Creació,Web,Usuari,Meneos,Clics,Comentaris,Vots Positius,Vots Anònims,Vots Negatius,Sub,Karma
0, Las insignias de los campos de concentración nazis ,2021-04-12 08:58:46,https://www.curistoria.com/2021/04/las-insignias-de-los-campos-de-concentracion-nazis.html,ccguy,67,1542,17,52,15,0,actualidad,475
1," La ansiedad está en tu cuerpo, no en tu mente [en] ",2021-04-12 02:04:47,https://elemental.medium.com/anxiety-is-in-your-body-not-your-mind-93031abd14eb,Remenad0r,84,1430,13,55,29,0,ciencia,428
2, Rusia creará la primera unidad de robots de combate de la historia ,2021-04-11 23:12:57,http://charly015.blogspot.com/2021/04/rusia-creara-la-primera-unidad-de.html,me_joneo_pensando_en_ti,73,1186,56,48,25,2,actualidad,376
3, TVE se convierte en altavoz de las fake news de Alvise Pérez al entrevistarle como experto en 'Informe Semanal' ,2021-04-11 18:27:52,https://vertele.eldiario.es/noticias/tve-altavoz-fake-news-alvise-perez-bulos-informe-semanal_0_2331066886.html,dmeijide,345,1540,45,177,168,44,actualidad,386
4, Francia aprueba prohibir los vuelos domésticos cortos ,2021-04-12 03:38:00,https://www.reuters.com/article/us-climate-change-france-flights-idUSKBN2BY0AO,Ñbrevu,372,742,122,192,180,1,actualidad,420
5," Los aguarales de Valpalmas, la Capadocia aragonesa ",2021-04-11 15:33:01,http://www.enelmundoperdido.com/2021/04/los-aguarales-de-valpalmas/,Riupapapapa,105,3256,17,53,52,2,cultura,349
6, El colegio ‘gueto’ que sólo recibirá a 3 nuevos alumnos el próximo curso ,2021-04-11 17:45:54,https://diariodevalladolid.elmundo.es/articulo/valladolid/colegio-gueto-solo-recibira-3-nuevos-alumnos-proximo-curso/20210411131717397874.html,Vixx,180,2210,160,93,87,3,actualidad,426
7," La otra Sagrada Familia, un tesoro modernista cuyo costoso mantenimiento supone “un dolor de cabeza” ",2021-04-11 17:34:28,https://elpais.com/icon-design/arquitectura/2021-04-11/la-historia-de-la-otra-sagrada-familia-un-tesoro-modernista-cuyo-costoso-mantenimiento-supone-un-dolor-de-cabeza.html,CosmeIndio,132,4439,17,66,66,0,cultura,404
8, Boeing 737 MAX en problemas de nuevo: recomienda a las aerolíneas ponerlo en tierra por un nuevo error... ,2021-04-12 00:11:21,https://www.xataka.com/vehiculos/boeing-737-max-problemas-nuevo-recomienda-a-aerolineas-ponerlo-tierra-nuevo-error-sistema-electrico,A_D,164,1101,29,82,82,2,tecnología,377
9, El documental de Netflix donde un hombre se hace amigo de un pulpo ,2021-04-11 23:54:18,https://www.espinof.com/criticas/he-visto-documental-netflix-donde-hombre-se-hace-amigo-pulpo-he-encontrado-historias-amor-amistad-hermosas-ultimos-anos,NubisMusic,158,1839,53,86,72,2,ocio,398
10," Por qué las consecuencias de llevar una vida sedentaria son ""comparables con las de fumar"" ",2021-04-11 23:15:18,https://www.bbc.com/mundo/noticias-56670014,TresPiesAlGato,158,1580,47,69,89,0,actualidad,377
11, Comunicado Sociedad Española de Trombosis y Hemostasia sobre AstraZeneca ,2021-04-11 23:59:20,https://www.seth.es/index.php/noticias/noticias/noticias-de-la-seth/1793-alarmas-relacionadas-con-la-vacuna.html,Inutil,155,4619,42,86,69,30,actualidad,449
12, El explorador muere en el hielo ,2021-04-11 12:38:39,https://www.revistamercurio.es/2021/04/11/el-explorador-muere-en-el-hielo/,Tieso,97,3316,5,49,48,0,cultura,440
13, Cuando el banco se convierte en juez y 'condena' a imputados a cerrar sus cuentas ,2021-04-11 21:40:58,https://www.elconfidencial.com/amp/espana/2021-04-11/imputados-banco-cierre-cuentas-tarjetas_3028680/,Octaviano,189,996,24,84,105,0,actualidad,434
14, La Comunidad de Madrid suspende la actividad investigadora de Vivotecnia tras constatar indicios de maltrato animal ,2021-04-11 20:26:20,https://www.europapress.es/madrid/noticia-comunidad-madrid-suspende-actividad-investigadora-vivotecnia-constatar-indicios-maltrato-animal-20210411124012.html,unmundofeliz,383,683,18,178,205,0,Rescates,428
15, 13 películas imprescindibles de ciencia-ficción que demuestran que los efectos especiales no son necesarios ,2021-04-11 22:22:15,https://www.xataka.com/cine-y-tv/13-peliculas-imprescindibles-ciencia-ficcion-que-demuestran-que-efectos-especiales-no-necesarios,ChanVader,129,6888,66,81,48,20,actualidad,527
16, Un rayo impacta en el Pirulí ,2021-04-11 21:30:11,https://zonaretiro.com/sucesos/video-rayo-piruli-torrespana-madrid-10-abril-2021/,Lord_Cromwell,112,2487,21,65,47,3,actualidad,543
17, Pujol: los secretos de Andorra (cat) ,2021-04-11 22:29:34,https://www.ccma.cat/tv3/alacarta/30-minuts/pujol-els-secrets-dandorra/video/6094174/,candonga1,209,667,38,89,120,1,politica,454
18, El ex presidente de Vox en Melilla gastó 81.000 euros del Colegio de Médicos en comprar un perro o ropa íntima femenina ,2021-04-11 21:32:41,https://www.lavozdelsur.es/actualidad/politica/ex-presidente-vox-en-melilla-gasto-81000-euros-colegio-medicos-en-comprar-perro-ropa-intima-femenina_258391_102.html,KeepYourCoins,649,767,59,245,404,1,actualidad,469
19, Varias columnas de monedas y una casa en miniatura sobre una mesa para explicar algo de vivienda muy difícil de entender ,2021-04-11 21:25:20,https://www.elmundotoday.com/2021/04/hemos-puesto-varias-columnas-de-monedas-y-una-casa-en-miniatura-sobre-una-mesa-para-explicar-algo-de-vivienda-muy-dificil-de-entender/,ChanVader,198,4395,14,104,94,8,actualidad,477
20, La peligrosidad de la vacuna de Astra Zeneca ,2021-04-11 14:35:53,https://esmola.wordpress.com/2021/04/11/la-peligrosidad-de-la-vacuna-de-astra-zeneca/,SRAD,227,3623,125,126,101,6,ciencia,432
21," Intolerable batalla campal en la Tercera división catalana, hasta la afición saltó a pegarse ",2021-04-11 17:32:52,https://videos.marca.com/v/0_7k0s1mxl-intolerable-batalla-campal-en-la-tercera-catalana-hasta-la-aficion-salto-a-pegarse?uetv_pl=0&count=0,tyler51,155,2650,73,87,68,6,actualidad,425
22," Desclasifican documentos sobre los primeros cosmonautas de la URSS: Yuri Gagarin, Guerman Titov y Alexéi Leónov ",2021-04-11 20:42:33,https://redhistoria.com/desclasifican-documentos-sobre-los-primeros-cosmonautas-de-la-urss-yuri-gagarin-guerman-titov-y-alexei-leonov/,Mysanthropus,149,819,36,78,71,0,cultura,427
23," Cien días después del ‘brexit’, el comercio se desploma y crece la desconfianza política ",2021-04-11 08:58:21,https://www.noticiasdegipuzkoa.eus/actualidad/union-europea/2021/04/11/cien-dias-despues-brexit-comercio/1103015.html,nereira,398,2300,92,182,216,3,actualidad,415
24," El hijo o hija que herede bienes por 800.000 € pagará en Asturias 103.135 €, 1.586 en Madrid y cero en Andalucía ",2021-04-11 20:24:50,https://elpais.com/economia/2021-03-24/la-comunidad-valenciana-es-la-autonomia-que-mas-grava-las-rentas-altas-y-madrid-la-que-menos.html?outputType=amp&ssm=TW_CM&__twitter_impression=true,rodda2206,489,1976,396,188,301,4,actualidad,455
25, La OMS da categoría de excelencia a la vacuna cubana “Soberana 2” ,2021-04-11 21:16:04,https://infopractica.com.uy/2021/04/08/la-oms-dio-categoria-de-excelencia-a-la-vacuna-cubana-contra-el-coronavirus-soberana-2/,robustiano,879,3907,150,344,535,26,actualidad,673
26," Por qué ""Los siete samuráis"" de Kurosawa es una de las películas más influyentes de la historia ",2021-04-10 11:01:48,https://www.espinof.com/cine-clasico/por-que-los-siete-samurais-es-una-de-las-peliculas-mas-influyentes-de-la-historia,Waskachu,193,2643,47,109,84,3,cultura,386
27, Rusia prohíbe definitivamente el matrimonio homosexual ,2021-04-11 11:50:26,https://www.togayther.es/noticias/lgtbifobia/rusia-prohibe-definitivamente-el-matrimonio-homosexual/,baraja,274,718,183,228,46,5,politica,2183
28," Nuno Bettencourt,Steve Vai, Brian May, Zakk Wylde, Yngwie Malmsteen,Tosin Abasi interpretan Bohemian Rhapsody desde casa ",2021-04-11 15:39:53,https://www.youtube.com/watch?v=i3JybLTO_3g,TresPiesAlGato,242,4373,48,114,128,1,ocio,419
29, ¿Por qué fracasó la II República? Las razones de la transformación inacabada de España ,2021-04-11 13:35:29,https://www.eldiario.es/sociedad/fracaso-ii-republica-razones-transformacion-inacabada-espana_1_7390010.html,Cehona,395,3391,223,173,222,39,actualidad,442
30," A prisión el ladrón más activo de Barcelona, con 113 detenciones ",2021-04-11 14:32:11,https://www.niusdiario.es/sociedad/sucesos/prision-ladron-mas-activo-barcelona-113-detenciones-22-anos-tapa-alcantarilla_18_3120870034.html?amp=true,pabloMll,287,2207,123,134,153,2,actualidad,423
31," Rapados por ""invertidos y rojos"" tras la victoria golpista en la guerra civil ",2021-04-11 15:11:41,https://www.publico.es/politica/rapados-invertidos-y-rojos-victoria.html,pinaveta,399,2190,30,175,224,15,GuerraCivilñ,460
32, Sargadelos no cede a la hora de defender sus diseños ante Dolce & Gabbana ,2021-04-11 14:08:26,https://www.lavozdegalicia.es/noticia/sociedad/2021/04/11/sargadelos-cede-hora-defender-disenos-ante-dolce-gabbana/0003_202104G11P30993.htm,oghaio,270,5894,34,116,154,2,actualidad,451
33," Todo sobre Age of Empires IV, el juego de estrategia más esperado: gameplay, civilizaciones, fecha ",2021-04-11 12:11:56,https://www.3djuegos.com/juegos/avances/30277/5623/0/age-of-empires-iv/,Minéame,266,8226,98,132,134,2,ocio,450
34, La Justicia saca de las listas del PP a Toni Cantó y Agustín Conde ,2021-04-11 15:44:10,https://www.eldiario.es/madrid/justicia-saca-listas-pp-toni-canto-agustin-conde_1_7420168.html,manifa33,1143,4237,265,492,651,1,actualidad,1038
35," Ana Teresa Toro: Puerto Rico, atrapado en el tiempo ",2021-04-11 00:14:02,https://elpais.com/eps/2021-04-10/puerto-rico-atrapado-en-el-tiempo.html,ccguy,116,2318,32,66,50,1,cultura,411
36," Baizuo, por qué la corrección política no se ha vuelto popular en China ",2021-04-11 12:13:03,https://conoce-china.com/baizuo-correccion-politica-en-china/,me_joneo_pensando_en_ti,256,3139,185,189,67,55,cultura,391
37, Video: Sorprendente estos Mosquitos beben sangre hasta Explotar ,2021-04-11 00:45:18,https://cerebrodigital.net/video-sorprendente-estos-mosquitos-beben-sangre-hasta-explotar,MDman,139,5814,67,75,64,1,ciencia,403
38," Encargo a un detective para sacar de Vox a un dirigente: ""Quiero fotos de él con la puta y la coca"" ",2021-04-11 11:50:30,https://www.youtube.com/watch?v=OtNAxwiu9_Q,Protochoc,524,2425,78,186,338,0,politica,445
39, Xavi Hernández: la máquina propagandística de Qatar para un Mundial con 6.500 muertos ,2021-04-11 12:22:23,https://www.elconfidencial.com/amp/deportes/futbol/mundial/2021-04-11/xavi-hernandez-qatar-mundial-cataluna-presos_3020803/?__twitter_impression=true,Quinqui,694,3431,127,251,443,36,actualidad,443
40, Tras la espectacular águila imperial ibérica: el gran depredador alado ,2021-04-11 09:02:03,https://www.elconfidencial.com/amp/medioambiente/naturaleza/2021-04-11/biodiversidad-fauna-iberica-naturaleza-aves-rapaces_3027431/,JORGE75,209,5628,22,94,115,3,cultura,433
41, El último apuñalamiento eleva la tensión en las Tres Mil Viviendas de Sevilla ,2021-04-11 10:44:24,https://www.diariodesevilla.es/sevilla/ultimo-apunalamiento-eleva-tension-vecinal-Tres-Mil-Viviendas_0_1563744644.html,ElBuenismoEraLaCensura,413,4116,278,176,237,7,actualidad,434
42," Joseph-Armand Bombardier, el inventor que desafió a la nieve con sus vehículos oruga ",2021-04-10 23:02:57,https://www.heraldo.es/noticias/sociedad/2021/04/10/joseph-armand-bombardier-el-inventor-que-desafio-a-la-nieve-con-sus-vehiculos-oruga-1483828.html,correcorrecorre,126,2297,7,61,65,1,cultura,428
43," ""¡Sanidad pública, no privada!"": El grito que ha dejado con esta cara al consejero de Salud de Madrid ",2021-04-11 10:12:26,https://www.huffingtonpost.es/entry/consejero-salud-madrid-gritos-sanidad-publica_es_60718a4ac5b6c795e153ffae,Yorga77,786,4130,111,294,492,12,actualidad,467
44, ¿De qué vive tu vecino? ,2021-04-11 10:15:21,https://stories.lavanguardia.com/economia/20210411/37666/de-que-vive-tu-vecino,Yago69,206,8496,97,113,93,1,actualidad,448
45," Ruth Matilda Anderson, la fotógrafa que mostró Galicia al mundo ",2021-04-11 09:03:14,https://www.elespanol.com/quincemil/articulos/cultura/ruth-matilda-anderson-la-fotografa-que-mostro-galicia-al-mundo,pinaveta,174,2117,9,70,104,0,Galicia,424
46, Los 10 puertos ciclistas más duros del mundo ,2021-04-11 08:32:52,https://www.brujulabike.com/10-puertos-ciclistas-duros-mundo/,Larpeirán,155,5314,56,82,73,2,ocio,514
47," Pablo Iglesias responde a José Bono en laSexta : ""Esa indecencia engrandece aún más a Anguita"" ",2021-04-11 09:37:58,https://www.lasexta.com/programas/sexta-noche/noticias/pablo-iglesias-responde-a-la-critica-de-jose-bono-a-anguita-en-lasexta-noche-esa-indecencia-engrandece-aun-mas-el-ejemplo-de-julio_2021041160729c3e61e8270001b719d4.html,imagosg,613,7027,187,251,362,10,actualidad,438
48, Una nueva técnica revolucionaria produce objetos de vidrio moldeados por inyección ,2021-04-11 09:28:03,https://ecoinventos.com/glassomer/,Izaga,191,2381,23,92,99,0,cultura,421
49, BBVA endurece por segunda vez en 6 meses las condiciones a sus clientes de no pagar comisiones ,2021-04-11 09:16:20,https://www.eleconomista.es/empresas-finanzas/noticias/11150758/04/21/BBVA-endurece-los-requisitos-de-las-cuentas-para-evitar-comisiones.html,mariasabugo,408,4377,126,155,253,1,actualidad,411
50, Inspección consigue que 112.000 trabajadoras pasen de temporales a indefinidas con una sola carta enviada a las empresas ,2021-04-11 09:24:16,https://www.elsaltodiario.com/laboral/inspeccion-trabajo-consigue-112.000-trabajadores-pasen-temporales-indefinidos-carta,Esteban_Rosador,721,1738,134,300,421,3,actualidad,383
51, Héroes del Silencio: la gloria y el traumático final de un grupo rompedor ,2021-04-11 08:45:14,https://elpais.com/cultura/2021-04-11/heroes-del-silencio-la-gloria-y-el-traumatico-final-de-un-grupo-rompedor.html?outputType=amp&ssm=TW_CM&__twitter_impression=true,Carapedo,245,5836,111,113,132,0,cultura,374
52, Isaac Asimov. La última pregunta ,2021-04-11 02:18:00,http://www.fis.puc.cl/~jalfaro/fiz1111/charla/laultimapregunta.pdf,Waskachu,422,10061,105,226,196,2,ocio,361
53, Reglas y consejos para realizar copias de seguridad en Linux ,2021-04-10 18:14:59,https://www.linuxadictos.com/reglas-consejos-copias-seguridad-linux.html,mr_b,116,2688,36,54,62,0,tecnología,363
54, El mensaje oculto del Mago de OZ ,2021-04-10 19:20:47,https://www.youtube.com/watch?v=jwB8RVvJax0,Trigonometrico,131,4491,16,79,52,15,ocio,358
55," Colección fotográfica de máscaras mortuorias de personajes famosos, 1300-1950 ",2021-04-10 17:53:14,https://rarehistoricalphotos.com/death-masks-famous-people/,javierchiclana,123,3701,18,80,43,2,cultura,416
56, La anomalía g−2 del muón provoca un tsunami de publicaciones entre los físicos teóricos ,2021-04-10 23:35:17,https://francis.naukas.com/2021/04/10/la-anomalia-g−2-del-muon-provoca-un-tsunami-de-publicaciones-entre-los-fisicos-teoricos/,Waskachu,158,1833,30,76,82,2,ciencia,376
57," ""Mi madre no murió por la covid sino por el abandono"" ",2021-04-10 16:51:14,https://www.laopiniondemurcia.es/comunidad/2021/04/10/madre-murio-covid-abandono-46403561.html?fbclid=IwAR3orx_4WIOVjKa-aQ-zWJZkH1KQJ7oSZr261vfIlXs7JTxcY4xqiweSENk,Ratoncolorao,508,716,50,193,315,5,actualidad,373
58, La NASA pospone el histórico vuelo de su helicóptero Ingenuity en Marte ,2021-04-10 22:22:47,https://www.rtve.es/noticias/20210410/nasa-pospone-historico-vuelo-su-helicoptero-ingenuity-marte/2085370.shtml,nereira,116,739,31,61,55,1,actualidad,394
59, Corinna Larsen contrató a una agencia de detectives para “arruinar” la reputación del fiscal suizo que la investiga ,2021-04-10 10:15:44,https://elpais.com/espana/2021-04-10/corinna-larsen-contrato-a-una-agencia-de-detectives-para-arruinar-la-reputacion-del-fiscal-suizo-que-la-investiga.html,Extratenestre,518,1022,42,202,316,2,actualidad,410
60," Pederastia en la Iglesia: «Mi vida ya me la jodieron, y por más que intenté denunciar, mi caso ya ha prescrito» ",2021-04-10 17:18:06,https://diario16.com/pederastia-en-la-iglesia-mi-vida-ya-me-la-jodieron-y-por-mas-que-intente-denunciar-mi-caso-ya-ha-prescrito/,manuen,669,1587,56,257,412,6,actualidad,466
61, Intervenidas 176 toneladas de alimentos para personas vulnerables a una entidad coruñesa ,2021-04-10 22:49:31,https://www.elespanol.com/quincemil/articulos/actualidad/intervenidas-176-toneladas-de-alimentos-para-personas-vulnerables-a-una-entidad-corunesa,pinaveta,454,1935,19,169,285,0,actualidad,420
62, El virólogo más prestigioso de EEUU señala el lugar al que no va ni siquiera ya vacunado ,2021-04-10 20:47:05,https://www.huffingtonpost.es/entry/el-virologo-mas-prestigioso-de-eeuu-senala-el-lugar-al-que-no-va-ni-siquiera-ya-vacunado_es_6070739ac5b6c795e152a438,filosofo,314,5272,120,133,181,33,actualidad,450
63," Georg Michael Welzel, el desconocido al que el franquismo ejecutó el mismo día que Puig Antich ",2021-04-10 21:30:15,https://www.publico.es/politica/georg-michael-welzel-georg-michael-welzel-desconocido-franquismo-ejecuto-dia-puig-antich.html,Joya,281,2856,52,116,165,16,cultura,437
64, Darias avanza que la vacuna de Janssen llegará a España el martes ,2021-04-10 14:38:27,https://www.lavozdegalicia.es/noticia/sociedad/2021/04/10/darias-avanza-vacuna-janssen-llegara-espana-martes/00031618056615692336507.htm,nereira,246,706,83,121,125,3,actualidad,412
65, La acusada de matar a su bebé en Torreforta lo habría confesado a unas amigas ,2021-04-10 14:34:45,https://www.diaridetarragona.com/tarragona/La-acusada-de-matar-a-su-bebe-en-Torreforta-lo-habria-confesado-a-unas-amigas-20210410-0001.html,Devilor,241,3160,101,121,120,19,actualidad,465
66," 40 años de ""El crack"" (Garci, 1981):  ""Clásico (...) y una de las más impactantes (en España)"". ",2021-04-10 15:24:52,https://elpalomitron.com/el-crack-1981-una-retrospectiva/,Deckardio,147,1193,66,70,77,0,cultura,521
67, La caja de pandora en una residencia de la Barceloneta: el caos que descubrió Salud ,2021-04-10 15:56:51,https://www.metropoliabierta.com/distritos/ciutat-vella/residencia-barceloneta-coronavirus-caos_38358_102.html,Idoia_Perez_Perez,385,4394,37,153,232,1,actualidad,407
68, Pide un Cabify y Cabify lo subcontrata para que se lleve a sí mismo al aeropuerto ,2021-04-10 18:03:56,https://www.elmundotoday.com/2021/04/pide-un-cabify-y-cabify-lo-subcontrata-para-que-se-lleve-a-si-mismo-al-aeropuerto/,ChanVader,475,1318,24,215,260,12,actualidad,416
69, La historia de los primeros navegantes de al-Andalus ,2021-04-10 15:30:48,https://revistadehistoria.es/los-primeros-navegantes-de-al-andalus/,Octaviano,115,995,17,61,54,1,cultura,413
70, Destruyen una importante colonia de avión común ,2021-04-10 18:24:57,https://zamorabiodiversa.wordpress.com/2021/04/10/destruyen-una-importante-colonia-de-avion-comun/,martins,429,2649,62,171,258,3,actualidad,472
71, La familia de Tarragona infectada de Covid-19 que cruzó España en su coche ,2021-04-10 16:02:50,https://www.diaridetarragona.com/tarragona/La-familia-de-Tarragona-infectada-de-Covid-19-que-cruzo-Espana-en-su-coche-20210407-0062.html,Meneador_Compulsivo,428,2633,62,160,268,2,actualidad,436
72, Hackean los servidores de actualización de los teléfonos Gigaset para distribuir malware ,2021-04-10 14:05:49,https://unaaldia.hispasec.com/2021/04/hackean-los-servidores-de-actualizacion-de-los-telefonos-gigaset-para-distribuir-malware.html,painful,154,944,17,81,73,1,tecnología,371
73, Detenidas cuatro personas por intentar secuestrar a un camionero para conseguir casi 2.000 kilos de cocaína ,2021-04-10 14:54:09,https://cadenaser.com/emisora/2021/04/10/radio_valencia/1618047962_795879.html,rodda2206,254,1885,33,120,134,1,actualidad,362
74, Julian Assange cumple 2 años en la prision de Belmarsh este domingo [EN} ,2021-04-10 09:46:57,https://www.crowdjustice.com/case/assangeappeal/,lodudo,704,708,55,297,407,3,actualidad,371
75, Cultivo de supercristales a gran velocidad: el ejemplo de la hoganita ,2021-04-10 09:51:50,https://www.investigacionyciencia.es/revistas/investigacion-y-ciencia/supernovas-extremas-821/cultivo-de-supercristales-a-gran-velocidad-el-ejemplo-de-la-hoganita-19477,Ergo,177,4665,24,92,85,1,ciencia,431
76, Se fue de España por la precariedad y ahora enseña a los robots a tener sentido común ,2021-04-10 11:20:50,https://www.elconfidencial.com/tecnologia/2021-04-08/pablo-lanillos-investigador-robotica_3023764/,aiounsoufa,452,2096,120,178,274,3,tecnología,414
77," Kichi, alcalde de Cádiz: ""A ver si así Vox y OkDiario lo entienden"" ",2021-04-10 14:10:30,https://mobile.twitter.com/JM_Kichi/status/1380801191949565952,er11s111,1451,8938,152,571,880,9,actualidad,395
78, Una academia hacker estatal y una inversión de 450 millones de euros: así quiere el Gobierno impulsar la ciberseguridad ,2021-04-09 22:03:47,https://www.xataka.com/pro/academia-hacker-estatal-inversion-450-millones-euros-asi-quiere-gobierno-impulsar-ciberseguridad-espanola,reminiscencia,335,1967,125,140,195,0,tecnología,419
79," El plan para salvar a Felipe VI y a la monarquía de Juan Carlos, con Elena y Cristina fuera de control ",2021-04-10 06:52:38,https://www.elespanol.com/reportajes/20210410/felipe-vi-monarquia-juan-carlos-elena-cristina/572444353_0.html,candonga1,363,5127,82,127,236,3,politica,376
80," Emprendedor megalómano, inversores saudíes y la fiebre de las startups: el fiasco de WeWork ",2021-04-10 10:04:50,https://valenciaplaza.com/emprendedor-megalomano-inversores-saudies-y-la-fiebre-de-las-startups-el-fiasco-de-wework,Quinqui,199,3835,31,94,105,0,actualidad,399
81, La Junta Electoral amonesta por tercera vez a Díaz Ayuso por incumplir la ley electoral ,2021-04-10 11:16:12,https://elpais.com/espana/madrid/2021-04-10/la-junta-electoral-amonesta-por-tercera-vez-a-diaz-ayuso-por-incumplir-la-ley-electoral.html,Ñbrevu,770,1383,81,259,511,6,politica,436
82," Iglesias propone dentista y psiquiatra gratis, 1.000 millones más a la Sanidad pública y contratar 10.000 efectivos ",2021-04-10 08:29:59,https://amp.europapress.es/madrid/noticia-iglesias-propone-dentista-psiquiatra-gratis-1000-millones-mas-sanidad-publica-contratar-10000-efectivos-20210409131646.html?__twitter_impression=true,rodda2206,1221,1225,778,479,742,14,actualidad,457
83," La Cabra: ""Control Mental"" (Pierre Richard&Gerard Depardieu) ",2021-04-10 08:51:35,https://www.youtube.com/watch?v=qtZGsygrQBk,esbrutafio,247,9039,53,125,122,3,ocio,507
